ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Latitude,Longitude,mobile_money_classification
38,35,1,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,1,4,4,1,4,1,-6.8081473,39.2325173,3
5294,17,2,4,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,5,1,4,1,-1,1,4,-9.20348419,34.92671371,3
8408,22,2,1,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,5,2,-1,2,-1,1,-1,1,1,-2.01801786,33.87929589,1
4374,38,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,2,1,-1,1,1,-3.62985592,32.95020503,3
1141,19,1,4,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-5.12817409,39.09793388,0
2241,16,2,4,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-5.24665343,39.76677951,0
1909,35,1,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-8.04990991,31.50523173,1
6478,29,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-7.12864597,31.20492257,0
1561,35,1,1,5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,4,2,-1,2,-1,1,1,1,2,-6.19499893,39.22611651,3
4460,45,1,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,1,4,5,-1,1,4,-8.46034049,32.15877854,3
5586,28,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-5.50538407,32.4911307,0
672,47,1,1,3,5,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,3,-1,2,-1,1,3,1,-1,1,2,-6.57529546,39.07676659,2
8624,35,1,1,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,1,4,1,2,1,3,1,-1,1,2,-9.44254948,33.55591341,3
4279,47,2,1,3,1,2,1,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,6,1,-1,1,1,-3.20915688,37.311834000000005,3
5648,75,1,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-5.75370522,38.69834508,1
8970,40,2,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,1,2,2,-1,1,-1,4,4,-1.95664936,35.34763424,1
1528,27,2,1,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,1,2,1,4,1,1,1,1,-3.40020358,37.35584396,3
3244,20,2,4,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-6.18511143,39.21598873,0
1224,16,1,4,3,1,2,2,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,6,1,-1,1,2,-7.75306716,35.68071194,1
4518,36,2,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,5,-1,2,4,-3.03201876,33.93110874,3
8611,27,1,1,5,4,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,1,9,1,4,2,-1,1,4,1,2,-11.05822793,37.33903499,3
344,53,2,3,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,1,3,1,1,1,4,-2.50198108,32.88888319,3
3020,38,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,5,1,1,1,-9.29620383,32.77090071,3
9286,57,2,2,3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,6,-1,1,3,1,2,4,4,1,4,-6.79704822,39.229512799999995,3
8591,24,2,1,5,4,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,3,1,2,4,4,1,2,-6.94817961,39.23119598,3
3528,84,1,2,4,5,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-6.6609212,37.56080662,0
158,22,2,4,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,2,-1,1,-1,1,4,-6.84480183,39.27960708,3
7993,28,2,1,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,3,3,1,4,-8.41150781,35.36556408,3
5332,19,2,4,6,3,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-1.08865052,31.80475337,1
8503,64,1,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.8540185,29.73632232,1
1097,50,1,2,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,10,-1,2,-1,2,-1,1,-1,1,4,-9.13555425,32.74520092,0
1095,32,1,1,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,2,-1,1,3,1,-1,1,1,-6.19482152,39.22594908,3
9457,19,2,2,2,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-8.18856444,39.31450782,0
4103,72,1,3,3,5,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,1,-1,5,5,-6.15547513,39.21214849,0
3247,69,1,1,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,-1,2,-1,2,-1,1,1,1,1,-6.18750909,39.21524228,1
238,42,1,1,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,2,-1,1,5,1,1,1,1,-6.8134258,39.273117,3
872,46,1,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,4,2,-1,2,-1,1,1,1,1,-5.0772825,39.10378507,3
3820,40,1,1,5,1,2,1,0,0,1,1,0,0,0,0,0,0,0,-1,-1,5,1,3,1,3,4,4,1,4,-5.24628239,39.78146248,3
1865,41,2,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,10,-1,2,-1,2,-1,1,-1,1,2,-4.84936483,34.83893872,1
6890,16,2,4,5,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-6.2078864000000005,39.38626774,0
3183,42,2,2,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-3.61898125,33.81451011,0
3604,22,2,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,4,4,-3.3373285000000004,36.34527475,1
3624,70,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-5.06975787,32.78870454,1
500,24,1,4,3,5,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,2,-1,2,-1,1,1,1,2,-2.48627545,32.9021182,3
579,38,1,1,3,4,2,2,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,2,-1,2,-1,1,-1,1,1,-10.660069300000002,35.65625615,0
1045,29,2,1,3,5,1,2,1,1,0,0,0,0,0,0,1,0,0,3,6,-1,1,5,2,-1,4,-1,1,4,-6.72155204,38.7363732,3
4488,25,2,1,6,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,2,-1,1,3,5,-1,1,2,-5.8768444,39.29077581,3
3254,35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,-1,-1,2,-1,1,5,5,-1,4,4,-2.54776,33.07230636,3
9402,54,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,2,4,-1,2,5,-7.1202843,39.08165604,3
4300,27,2,2,6,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,5,2,-1,1,-1,1,1,-1.34142034,34.38482872,3
8228,90,2,3,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,4,1,-1,4,4,-5.05366251,35.86465885,0
8064,31,1,1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,1,1,-1,4,4,-10.61872681,38.8115614,3
8957,27,1,4,7,5,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,2,1,3,1,4,1,1,-11.13349634,38.6059081,3
1312,74,2,1,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,2,4,-1,4,2,-6.08675187,39.22216727,3
6355,20,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,1,2,1,4,5,-1,1,2,-2.40387384,32.32961636,3
2261,40,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-8.80348166,34.22388187,0
1798,52,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-4.91998455,34.6716139,0
2303,40,1,1,3,4,1,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-8.74623535,34.17236112,0
2180,17,1,4,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-7.99469328,31.79408069,0
2244,28,1,1,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,5,-1,1,1,-2.64762721,32.291563000000004,3
8971,25,2,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,4,4,-1.9593884,35.3481662,0
896,26,2,1,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,1,1,2,2,4,1,1,-9.30194017,34.77635383,2
2539,90,1,3,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,5,5,-4.94376761,38.91569094,0
3906,37,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,4,-1,1,4,-10.89736159,39.63176449,3
2691,28,2,1,3,2,2,2,0,1,1,1,0,0,0,0,0,0,0,-1,1,5,2,-1,2,-1,1,-1,1,4,-8.21860563,31.6864608,1
8472,66,1,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,2,4,-8.49703979,35.59112706,1
978,20,2,1,3,5,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-10.60614373,35.61433839,0
1285,32,1,4,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-7.78555124,35.71122796,1
6731,42,1,1,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,5,-1,1,4,-3.35442116,35.79624557,3
742,35,2,3,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,1,3,5,1,1,1,-6.19302542,39.25602945,3
6107,71,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-10.89369061,38.98678043,0
8223,32,1,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,-1,3,5,2,-1,1,3,1,-1,4,4,-5.87012529,35.13630307,3
7212,62,2,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.56210569,35.66672651,0
7022,42,2,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,7,-1,2,-1,2,-1,1,-1,4,4,-5.80237406,34.39091317,1
3795,25,2,1,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,2,-1,2,-1,1,1,1,4,-6.14340511,39.21914884,0
3943,44,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-9.17885575,33.72646094,0
3895,18,1,4,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,5,1,-4.09021965,34.73737265,1
3180,28,1,1,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,2,-1,5,-1,1,4,-7.48118891,31.47125487,3
4553,43,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,1,-1,2,4,-1.3931007,34.40298946,3
6276,45,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-9.91147778,34.54157189,2
2546,61,2,3,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,2,1,-1,4,4,-10.23552783,39.4718499,2
4953,21,2,1,3,3,2,1,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,6,1,-1,1,4,-8.93745009,33.18943492,3
7475,26,2,1,2,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,5,-1.69428098,34.29524408,0
7279,28,2,1,3,3,2,2,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.19955567,32.32487844,1
5719,48,2,1,3,2,1,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-11.20817884,34.97160206,1
5633,32,2,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,5,-1,1,2,-9.28301452,35.28413614,3
6620,60,2,3,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-9.33460306,34.76499681,0
4432,32,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,1,-1,1,4,-7.94255779,35.7894983,3
6580,42,2,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,2,-1,1,3,2,-1,1,-1,1,4,-9.33687976,34.76609947,3
6200,27,1,4,6,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,2,-1,4,4,1,1,-9.60037312,33.86413594,3
1042,68,2,3,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-2.68202595,30.57854875,0
4130,36,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.80387092,34.2314113,1
127,22,1,4,6,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-6.84437958,39.27928445,1
3997,17,1,4,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,2,-1,2,-1,1,-1,1,4,-10.37615195,39.84170874,0
8059,40,1,1,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,-1,1,-1,1,2,1,4,1,4,1,4,-10.64965507,38.81034754,3
3207,58,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.85906793,39.78029343,1
3286,27,1,1,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-9.15340119,33.48470294,1
8085,77,2,1,3,2,2,2,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,2,-1,1,3,1,-1,1,5,-8.41149099,35.36786405,0
856,57,2,1,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,8,-1,2,-1,2,-1,1,-1,4,4,-10.10670366,39.62070781,2
8532,48,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,3,1,3,4,-1,1,2,-7.1912438,31.0230858,3
7258,28,2,1,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,5,1,-1,1,4,-8.91924586,39.51597869,2
17,24,2,1,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,3,2,-1,4,4,1,1,-6.8156489,39.27305689999999,3
3685,53,2,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,5,-1,1,4,-8.90465928,34.66929639,3
4020,20,2,4,6,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,5,-1,1,1,-5.10493645,32.39601622,3
5841,41,1,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-11.0024455,39.4353754,0
5129,30,1,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,5,1,4,1,-1,1,2,-6.05904296,37.09621341,3
2295,45,1,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-9.31707019,32.77234251,1
5679,21,2,2,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-7.8554678,31.1767315,0
3280,59,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-9.98641887,38.96439622,2
6870,30,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-2.55597135,36.78152054,3
8899,22,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,10,-1,1,5,2,-1,4,4,1,2,-3.54504086,36.98628167,3
3673,26,2,1,6,4,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,5,2,-1,4,4,1,1,-4.79182683,38.28776364,3
1506,34,2,1,6,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,3,1,2,5,-1,1,2,-7.78397567,35.67783116,3
4721,45,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,2,-1,1,3,4,-1,1,4,-5.24611055,39.78151614,3
5421,40,2,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,4,2,-1,1,-1,1,4,-8.06219537,36.00653288,3
2670,70,2,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.34262518,32.88557387,1
1637,64,2,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.18818739,33.12339937,1
7858,17,2,4,2,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-1.49787119,33.80834068,0
2044,29,2,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-1.80495337,33.40095465,0
3630,25,1,1,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,-1,1,7,2,-1,2,-1,1,-1,1,1,-10.71605497,39.9963671,2
829,41,1,1,3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,3,1,4,1,-1,1,4,-9.17497371,32.8640205,2
1911,28,1,4,7,5,2,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,4,1,2,1,1,4,4,1,1,-3.37174538,36.67968157,3
1602,34,2,1,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,1,2,2,-1,1,-1,1,1,-6.14918584,39.22325235,3
625,24,1,4,6,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,1,5,4,4,1,2,-4.83068581,34.755818299999994,3
4583,19,2,1,2,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,6,2,-1,1,-1,1,4,-9.86020836,38.89414236,2
8005,40,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-1.72862295,33.96935909,3
1079,25,2,4,7,4,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,6,-1,1,2,1,3,2,3,1,1,-10.275122,40.1863727,3
5901,30,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-11.10779697,39.32546201,0
7391,78,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-10.69477286,39.39373659,3
2573,50,1,1,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,3,2,-1,2,4,1,1,-2.60948971,32.071131,3
7930,56,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,1,-1,1,5,-8.58429536,35.20749765,3
